,album,artist,lyric,song
3167,Bobby Tarantino (2016),Bobby Tarantino,But I want my zeros beyond Jay,The Jam
3168,Bobby Tarantino (2016),Bobby Tarantino,Counting money like Rothenberg PC,The Jam
3169,Bobby Tarantino (2016),Bobby Tarantino,"Paid a price to be me, ain't it nice to be me?",The Jam
3170,Bobby Tarantino (2016),Bobby Tarantino,Ain't it nice to be free?,The Jam
3171,Bobby Tarantino (2016),Bobby Tarantino,Do what you want when you wanna do it,The Jam
3172,Bobby Tarantino (2016),Bobby Tarantino,"On the real, it ain't nothin' to it",The Jam
3173,Bobby Tarantino (2016),Bobby Tarantino,Young man on his Alan Watts,The Jam
3174,Bobby Tarantino (2016),Bobby Tarantino,In a bookstore with my pocket watch,The Jam
3175,Bobby Tarantino (2016),Bobby Tarantino,"Wifey, goin' hard with the squats",The Jam
3176,Bobby Tarantino (2016),Bobby Tarantino,Life good so they take shots,The Jam
3177,Bobby Tarantino (2016),Bobby Tarantino,"That's childish, I hate shots",The Jam
3178,Bobby Tarantino (2016),Bobby Tarantino,"I've been at it, Rattpack, get that shit tatted",The Jam
3179,Bobby Tarantino (2016),Bobby Tarantino,Fuck with me on Snapchat,The Jam
3180,Bobby Tarantino (2016),Bobby Tarantino,Talk shit and get clapped back,The Jam
3181,Bobby Tarantino (2016),Bobby Tarantino,Only carry-on is my backpack,The Jam
3182,Bobby Tarantino (2016),Bobby Tarantino,"When I jetset like a war vet, what up?",The Jam
3183,Bobby Tarantino (2016),Bobby Tarantino,What the fuck you mean you ain't know my name?,The Jam
3184,Bobby Tarantino (2016),Bobby Tarantino,"Only thing I changed, I ain't got no change",The Jam
3185,Bobby Tarantino (2016),Bobby Tarantino,Still me and my homies and we all the same,The Jam
3186,Bobby Tarantino (2016),Bobby Tarantino,"Still me and my homies, screamin', \""Fuck the fame\""",The Jam
3187,Bobby Tarantino (2016),Bobby Tarantino,What the fuck you mean you ain't know my name?,The Jam
3188,Bobby Tarantino (2016),Bobby Tarantino,"Only thing I changed, I ain't got no change",The Jam
3189,Bobby Tarantino (2016),Bobby Tarantino,Still me and my homies and we all the same,The Jam
3190,Bobby Tarantino (2016),Bobby Tarantino,"Still me and my homies, screamin', \""Fuck the fame\""",The Jam
3191,Bobby Tarantino (2016),Bobby Tarantino,Everybody know I've been at it with this rap shit,The Jam
3192,Bobby Tarantino (2016),Bobby Tarantino,Fuck around with this trap shit,The Jam
3193,Bobby Tarantino (2016),Bobby Tarantino,"But this next album is a wrap, shit",The Jam
3194,Bobby Tarantino (2016),Bobby Tarantino,My third album my ,The Jam
3195,Bobby Tarantino (2016),Bobby Tarantino,", like Kanye",The Jam
3196,Bobby Tarantino (2016),Bobby Tarantino,Music on another level,The Jam
3197,Bobby Tarantino (2016),Bobby Tarantino,"Yeah, I'm tryna take this shit further beyond 'Ye",The Jam
3198,Bobby Tarantino (2016),Bobby Tarantino,I just might fuck around and drop this shit on 'em by surprise,The Jam
3199,Bobby Tarantino (2016),Bobby Tarantino,Like I'm Beyoncé,The Jam
3200,Bobby Tarantino (2016),Bobby Tarantino,Got a couple million in the bank right now,The Jam
3201,Bobby Tarantino (2016),Bobby Tarantino,But I want my zeros beyond Jay,The Jam
3202,Bobby Tarantino (2016),Bobby Tarantino,"I want my zeros beyond, I want my zeros beyond Jay",The Jam
3203,Bobby Tarantino (2016),Bobby Tarantino,That shit they talkin' beyond fake,The Jam
3204,Bobby Tarantino (2016),Bobby Tarantino,"Fact I'm here right now beyond fate, uh",The Jam
3205,Bobby Tarantino (2016),Bobby Tarantino,I'ma take a minute and get in it so you know I'm in it,The Jam
3206,Bobby Tarantino (2016),Bobby Tarantino,"This right here my house, you the tenant",The Jam
3207,Bobby Tarantino (2016),Bobby Tarantino,"Everything that happens, I intend it",The Jam
3208,Bobby Tarantino (2016),Bobby Tarantino,"Every word that you hear, I invented",The Jam
3209,Bobby Tarantino (2016),Bobby Tarantino,"I've been living like a king, I ain't worried 'bout a thing",The Jam
3210,Bobby Tarantino (2016),Bobby Tarantino,"I just been bumpin' that Destroyer \""Girl in a Sling\""",The Jam
3211,Bobby Tarantino (2016),Bobby Tarantino,That's the type of shit I bring,The Jam
3212,Bobby Tarantino (2016),Bobby Tarantino,I'm doin' this for the fans,The Jam
3213,Bobby Tarantino (2016),Bobby Tarantino,So they can turn up in my absence,The Jam
3214,Bobby Tarantino (2016),Bobby Tarantino,Started a channel,The Jam
3215,Bobby Tarantino (2016),Bobby Tarantino,Already made a hundred grand off of AdSense,The Jam
3216,Bobby Tarantino (2016),Bobby Tarantino,I ain't do it for the money though,The Jam
3217,Bobby Tarantino (2016),Bobby Tarantino,I don't do it for the money though,The Jam
3218,Bobby Tarantino (2016),Bobby Tarantino,Shout out to Kid Cudi though,The Jam
3219,Bobby Tarantino (2016),Bobby Tarantino,"That's the homie, you already know",The Jam
3220,Bobby Tarantino (2016),Bobby Tarantino,What the fuck you mean you ain't know my name?,The Jam
3221,Bobby Tarantino (2016),Bobby Tarantino,"Only thing I changed, I ain't got no change",The Jam
3222,Bobby Tarantino (2016),Bobby Tarantino,Still me and my homies and we all the same,The Jam
3223,Bobby Tarantino (2016),Bobby Tarantino,"Still me and my homies, screamin', \""Fuck the fame\""",The Jam
3224,Bobby Tarantino (2016),Bobby Tarantino,What the fuck you mean you ain't know my name?,The Jam
3225,Bobby Tarantino (2016),Bobby Tarantino,"Only thing I changed, I ain't got no change",The Jam
3226,Bobby Tarantino (2016),Bobby Tarantino,Still me and my homies and we all the same,The Jam
3227,Bobby Tarantino (2016),Bobby Tarantino,"Still me and my homies, screamin', \""Fuck the fame\""",The Jam
3228,Bobby Tarantino (2016),Bobby Tarantino,"I don't give a damn, I know who I am, tell 'em",The Jam
3229,Bobby Tarantino (2016),Bobby Tarantino,"I don't give a damn, I know who I am",The Jam
3230,Bobby Tarantino (2016),Bobby Tarantino,"Yeah they talkin', but I'm gettin' money for me and my fam",The Jam
3231,Bobby Tarantino (2016),Bobby Tarantino,"This shit ain't that super deep, nah, this right here just the jam",The Jam
3232,Bobby Tarantino (2016),Bobby Tarantino,This right here the jam,The Jam
3233,Bobby Tarantino (2016),Bobby Tarantino,This right here just the jam,The Jam
